Threads	QPS	AvgLatency	PctLatency
4	1872.31	213.52	303.33
8	2048.74	389.73	530.08
16	3086.6	517.13	612.21
25	7697.20	324.31	369.77
50	9964.60	501.09	601.29
75	10990.99	681.39	831.46
100	11369.89	877.55	1069.86
125	11566.94	1077.84	1401.61
150	11610.40	1287.47	1678.14
175	11586.87	1507.22	1973.38
