Threads	QPS	AvgLatency	PctLatency
4	2232.93	179.12	223.34
8	4202.61	190.12	219.36
16	6983.17	228.97	267.41
32	9710.94	329.15	411.96
64	14917.3	428.56	511.33
128	19814.1	644.86	846.57
