Threads	QPS	AvgLatency	PctLatency
4	1471.9	271.52	356.7
8	1441.84	554.16	682.06
16	2563.78	622.94	759.88
32	4990.17	640.17	733
64	6027.58	1059.16	1280.93
128	6268.35	2034.7	2362.72
