Threads	QPS	AvgLatency	PctLatency
4	559.51	256.35	308.84
8	1510.31	528.92	669.89
16	3040.39	670.06	773.68
32	4778.01	668.1	787.74
64	6377.85	1001.35	1213.57
128	6648.66	1919.19	2159.29
