Threads	QPS	AvgLatency	PctLatency
4	1872.31	213.52	303.33
8	2048.74	389.73	530.08
16	3086.6	517.13	612.21
32	5456.95	584.5	733
64	6122.57	1040.69	1235.62
128	6339.79	2008.37	2405.65
