Threads	QPS	AvgLatency	PctLatency
4	1697.08	235.63	292.6
8	3087.76	258.98	297.92
16	3373.3	473.1	559.5
32	6184.09	516.51	612.21
64	9912.01	643.7	759.88
128	10544.83	1209.15	1479.41
