Threads	QPS	AvgLatency	PctLatency
4	2607.19	153.24	231.53
8	8057.03	620.27	363.18
16	8430.86	889	442.73
32	8602.35	1161.59	511.33
64	8680.6	1439.07	926.33
128	8796.04	1703.63	1903.57
