Threads	QPS	AvgLatency	PctLatency
4	3992.61	100.14	155.8
8	5252.91	152.18	215.44
16	8303.15	192.53	253.35
32	11433.97	279.56	369.77
64	12267.64	521.24	707.07
128	12903.98	990.63	1401.61
