Threads	QPS	AvgLatency	PctLatency
25	4806.64	518.23	623.33
50	8605.30	580.57	669.89
75	10077.12	741.79	909.80
100	10222.53	974.49	1235.62
125	10440.87	1191.86	1479.41
150	10532.08	1415.54	1678.14
175	10643.77	1635.01	1973.38
