Threads	QPS	AvgLatency	PctLatency
25	6599.73	378.67	475.79
50	8057.03	620.27	759.88
75	8430.86	889.00	1089.30
100	8602.35	1161.59	1427.08
125	8680.60	1439.07	1771.29
150	8796.04	1703.63	2082.91
175	8821.90	1981.74	2405.65
