Threads	QPS	AvgLatency	PctLatency
25	12807.06	195.02	272.27
50	12631.39	395.28	539.71
75	12642.10	592.75	861.95
100	12907.98	773.19	1089.30
125	13028.00	957.99	1352.03
150	12994.45	1152.22	1618.78
175	12910.42	1352.38	1973.38
