Threads	QPS	AvgLatency	PctLatency
8	4678.21	170.82	207.82
16	6968.76	229.33	277.21
25	8438.02	295.88	356.70
50	10100.56	494.09	623.33
75	10682.21	701.19	861.95
100	10996.98	907.72	1170.65
125	11195.40	1114.41	1427.08
150	11238.51	1329.29	1771.29
175	11102.48	1571.57	2159.29
