Threads	QPS	AvgLatency	PctLatency
25	5132.75	485.90	623.33
50	8602.77	578.97	634.66
75	9384.62	796.91	995.51
100	9514.11	1047.45	1352.03
125	9678.29	1286.21	1589.90
150	9742.78	1532.75	1836.24
175	9867.84	1764.93	2120.76
