Threads	QPS	AvgLatency	PctLatency
25	8661.98	288.05	376.49
50	13170.26	378.89	434.83
75	15649.94	478.62	559.50
100	17494.63	570.86	694.45
125	18654.76	669.14	846.57
150	19097.81	783.74	977.74
175	19197.58	909.30	1149.76
