Threads	QPS	AvgLatency	PctLatency
25	9583.73	260.51	303.33
50	12689.05	393.76	484.44
75	15703.01	476.59	569.67
100	17772.62	560.70	682.06
125	19049.49	655.37	877.61
150	20509.19	729.86	960.30
175	21289.84	820.12	1149.76
